product_id,forecast_date,forecasted_qty,model_type,predicted_base_price,safety_floor,avg_historical_qty,demand_ratio,scaling_factor,recommended_price,final_smart_price,markdown_pct
bed1,2018-09-01,8.05,Non-Seasonal,45.864483,35.316,8.9375,0.900699199921768,0.9490517372207734,43.5277671536535,43.5277671536535,5.094826277922659
bed1,2018-10-01,8.75,Non-Seasonal,45.864483,35.316,8.9375,0.9790208694801825,0.9894548344821923,45.38083431628422,45.38083431628422,1.0545165517807709
bed1,2018-11-01,9.64,Non-Seasonal,45.864483,35.316,8.9375,1.0786012779187384,1.0,45.86448287963867,45.86448287963867,0.0
bed2,2018-09-01,8.35,Non-Seasonal,84.81045,66.60000000000001,25.63157894736842,0.32577000782416804,0.5707626545457999,48.406636258400816,66.60000000000001,21.47193911629569
bed2,2018-10-01,9.97,Non-Seasonal,84.81045,66.60000000000001,25.63157894736842,0.3889732907792761,0.623677232853081,52.89434533412081,66.60000000000001,21.47193911629569
bed2,2018-11-01,9.97,Non-Seasonal,84.81045,66.60000000000001,25.63157894736842,0.3889732907792761,0.623677232853081,52.89434533412081,66.60000000000001,21.47193911629569
bed3,2018-09-01,4.71,Non-Seasonal,85.90467,76.41000000000001,10.090909090909092,0.46675671050158724,0.6831959532239541,58.68972339575116,76.41000000000001,11.05256633460029
bed3,2018-10-01,4.71,Non-Seasonal,85.90467,76.41000000000001,10.090909090909092,0.46675671050158724,0.6831959532239541,58.68972339575116,76.41000000000001,11.05256633460029
bed3,2018-11-01,4.71,Non-Seasonal,85.90467,76.41000000000001,10.090909090909092,0.46675671050158724,0.6831959532239541,58.68972339575116,76.41000000000001,11.05256633460029
bed4,2018-08-01,0.0,Non-Seasonal,52.085262,39.738999996,13.1,0.0,0.5,26.042631149291992,39.738999996,23.703945718479446
bed4,2018-09-01,0.0,Non-Seasonal,52.085262,39.738999996,13.1,0.0,0.5,26.042631149291992,39.738999996,23.703945718479446
bed4,2018-10-01,0.0,Non-Seasonal,52.085262,39.738999996,13.1,0.0,0.5,26.042631149291992,39.738999996,23.703945718479446
bed5,2017-10-01,47.67,Fallback (Mean),179.07104,147.05883873000002,30.8,1.547727222476389,1.0,179.071044921875,179.071044921875,0.0
bed5,2017-11-01,47.67,Fallback (Mean),179.07104,147.05883873000002,30.8,1.547727222476389,1.0,179.071044921875,179.071044921875,0.0
bed5,2017-12-01,47.67,Fallback (Mean),179.07104,147.05883873000002,30.8,1.547727222476389,1.0,179.071044921875,179.071044921875,0.0
computers1,2018-09-01,9.14,Non-Seasonal,91.33716,59.707928574,9.266666666666667,0.98633082881322,0.9931418976224998,90.71075862129804,90.71075862129804,0.6858102377500175
computers1,2018-10-01,9.14,Non-Seasonal,91.33716,59.707928574,9.266666666666667,0.98633082881322,0.9931418976224998,90.71075862129804,90.71075862129804,0.6858102377500175
computers1,2018-11-01,9.14,Non-Seasonal,91.33716,59.707928574,9.266666666666667,0.98633082881322,0.9931418976224998,90.71075862129804,90.71075862129804,0.6858102377500175
computers2,2018-09-01,10.48,Non-Seasonal,87.010796,70.11000000000001,18.3,0.5726775643345593,0.7567546262392846,65.84582209796156,70.11000000000001,19.423791585892058
computers2,2018-10-01,15.77,Non-Seasonal,87.010796,70.11000000000001,18.3,0.8617485867896946,0.9283041456277649,80.77248226359491,80.77248226359491,7.169585437223514
computers2,2018-11-01,18.8,Non-Seasonal,87.010796,70.11000000000001,18.3,1.0273223482337515,1.0,87.01079559326172,87.01079559326172,0.0
computers3,2018-03-01,0.0,Non-Seasonal,139.54926,119.673,10.3,0.0,0.5,69.77462768554688,119.673,14.24318268000656
computers3,2018-04-01,0.0,Non-Seasonal,139.54926,119.673,10.3,0.0,0.5,69.77462768554688,119.673,14.24318268000656
computers3,2018-05-01,0.0,Non-Seasonal,139.54926,119.673,10.3,0.0,0.5,69.77462768554688,119.673,14.24318268000656
computers4,2018-09-01,14.7,Non-Seasonal,134.56682,103.04203842000001,18.944444444444443,0.7759530382194877,0.880881966110947,118.5374834221714,118.5374834221714,11.911803388905295
computers4,2018-10-01,16.2,Non-Seasonal,134.56682,103.04203842000001,18.944444444444443,0.8551319196704559,0.9247334316820475,124.43843561911709,124.43843561911709,7.526656831795253
computers4,2018-11-01,17.28,Non-Seasonal,134.56682,103.04203842000001,18.944444444444443,0.912140714315153,0.9550605814895476,128.51946367491848,128.51946367491848,4.493941851045236
computers5,2018-08-01,0.38,Non-Seasonal,86.578026,69.43950000000001,15.875,0.02393700636617283,0.5,43.28901290893555,69.43950000000001,19.795468487493995
